brand,description,image_url,origin,price,price_per_unit,promo_price,shelter_child,shelter_parent,url
Bio Village,Mortadelle Bio Village x10 Tranches - 100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1076976&use=l&cat=p&typeid=i,,2.69 €,26.90 € / kg,2.69 €,Saucissons entiers et Chorizo,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-57631-Mortadelle-Bio-Village.aspx
,Assortiment charcuterie Nos Régions ont du Talent 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1660925&use=l&cat=p&typeid=i,,1.90 €,9.50 € / kg,1.90 €,Saucissons entiers et Chorizo,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-1027-Assortiment-charcuterie.aspx
,Mortadelle Italienne Saint Azay 12 tranches 150g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1080433&use=l&cat=p&typeid=i,,1.55 €,10.33 € / kg,1.55 €,Saucissons entiers et Chorizo,Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-7360-Mortadelle-Italienne-Saint-Azay.aspx
Bio Village,Rillettes du Mans Bio Village 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1058678&use=l&cat=p&typeid=i,,2.34 €,10.64 € / kg,2.34 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-20462-Rillettes-du-Mans-Bio-Village.aspx
,Véritables Rillettes du Mans Nos Régions ont du Talent 110g,https://fd4-photos.leclercdrive.fr/image.ashx?id=734560&use=l&cat=p&typeid=i,,1.63 €,14.82 € / kg,1.63 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-7891-Veritables-Rillettes-du-Mans.aspx
,Rillettes du Mans à l'ancienne Nos Régions ont du Talent 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=734564&use=l&cat=p&typeid=i,,1.92 €,8.73 € / kg,1.92 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-5401-Rillettes-du-Mans-a-lancienne.aspx
,Rillettes du Mans Prunier Fermier label rouge pot - 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1613031&use=l&cat=p&typeid=i,,2.81 €,12.77 € / kg,2.81 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-27407-Rillettes-du-Mans-Prunier.aspx
Bordeau Chesnel,Rillettes Bordeau Chesnel Du mans - 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1608305&use=l&cat=p&typeid=i,,2.03 €,9.23 € / kg,2.03 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-81383-Rillettes-Bordeau-Chesnel.aspx
,Rillettes du Mans Tradilège 400g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1409880&use=l&cat=p&typeid=i,,1.62 €,4.05 € / kg,1.62 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18246-Rillettes-du-Mans-Tradilege.aspx
,Rillettes du Mans Tradilège 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1409877&use=l&cat=p&typeid=i,,0.89 €,4.05 € / kg,0.89 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18245-Rillettes-du-Mans-Tradilege.aspx
Bordeau Chesnel,Rillettes porc Bordeau Chesnel Sans graisse ajoutée VPF 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1597088&use=l&cat=p&typeid=i,,2.29 €,10.41 € / kg,2.29 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-81816-Rillettes-porc-Bordeau-Chesnel.aspx
,Rillettes Tradilège poulet rôti 400g Format familial,https://fd4-photos.leclercdrive.fr/image.ashx?id=1240803&use=l&cat=p&typeid=i,,2.45 €,6.13 € / kg,2.45 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-34851-Rillettes-Tradilege-poulet-roti.aspx
,Rillettes Tradilège poulet rôti 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1240139&use=l&cat=p&typeid=i,,1.35 €,6.14 € / kg,1.35 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-34841-Rillettes-Tradilege-poulet-roti.aspx
Bordeau Chesnel,Rillettes Bordeau Chesnel Poulet rôti - 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1640900&use=l&cat=p&typeid=i,,2.23 €,10.14 € / kg,2.23 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-48200-Rillettes-Bordeau-Chesnel.aspx
,Rillettes de canard Tradilège 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1287692&use=l&cat=p&typeid=i,,2.03 €,9.23 € / kg,2.03 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-40081-Rillettes-de-canard-Tradilege.aspx
,Mousse de foie Tradilège Supérieure 180g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1410754&use=l&cat=p&typeid=i,,1.09 €,6.06 € / kg,1.09 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18235-Mousse-de-foie-Tradilege.aspx
,Mousse de foie Tradilège 2x50g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1406273&use=l&cat=p&typeid=i,,0.90 €,9.00 € / kg,0.90 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18236-Mousse-de-foie-Tradilege.aspx
Madrange,Mousse de canard Madrange Au porto - 180g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1561060&use=l&cat=p&typeid=i,,1.46 €,8.11 € / kg,1.46 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-74381-Mousse-de-canard-Madrange.aspx
,Mousse de canard Tradilège 180g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1407097&use=l&cat=p&typeid=i,,1.13 €,6.28 € / kg,1.13 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18238-Mousse-de-canard-Tradilege.aspx
,Mousse de canard Tradilège 2x50g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1406276&use=l&cat=p&typeid=i,,0.82 €,8.20 € / kg,0.82 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18240-Mousse-de-canard-Tradilege.aspx
,Duo pâté / mousse Tradilège Canard 2x50g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1406279&use=l&cat=p&typeid=i,,0.97 €,9.70 € / kg,0.97 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-30099-Duo-pate-mousse-Tradilege.aspx
Fleury Michon,Mousse de canard Fleury Michon A la crème 220g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1664557&use=l&cat=p&typeid=i,,2.19 €,9.95 € / kg,2.19 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-34946-Mousse-de-canard-Fleury-Michon.aspx
Madrange,Terrine de campagne Madrange 180g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1623000&use=l&cat=p&typeid=i,,1.49 €,8.28 € / kg,1.49 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-75578-Terrine-de-campagne-Madrange.aspx
,Pâté de campagne Tradilège Supérieur 180g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1413066&use=l&cat=p&typeid=i,,1.08 €,6.00 € / kg,1.08 €,"Foies gras, pâtés et rillettes",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18241-Pate-de-campagne-Tradilege.aspx
Herta,Lardons nature Herta 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1592454&use=l&cat=p&typeid=i,,1.86 €,9.30 € / kg,1.86 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-63067-Lardons-nature-Herta.aspx
Herta,Lardons nature Herta Sans nitrite - 150g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1642400&use=l&cat=p&typeid=i,,1.89 €,12.60 € / kg,1.89 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-89279-Lardons-nature-Herta.aspx
,Lardons supérieurs Tradilège Nature - 2x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1540476&use=l&cat=p&typeid=i,,1.36 €,6.80 € / kg,1.36 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18221-Lardons-superieurs-Tradilege.aspx
,Lardons supérieurs Tradilège Nature - 160g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1066089&use=l&cat=p&typeid=i,,1.12 €,7.00 € / kg,1.12 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18227-Lardons-superieurs-Tradilege.aspx
Le Gaulois,Lardons Volailles Le Gaulois Nature - 2x75g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1615557&use=l&cat=p&typeid=i,,1.90 €,12.67 € / kg,1.90 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-81012-Lardons-Volailles-Le-Gaulois.aspx
Bio Village,Lardons fumés Bio Village Supérieurs 2x75g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1514572&use=l&cat=p&typeid=i,,2.03 €,13.53 € / kg,2.03 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-19576-Lardons-fumes-Bio-Village.aspx
Herta,Lardons fumés Herta 200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1666480&use=l&cat=p&typeid=i,,1.90 €,9.50 € / kg,1.90 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-63069-Lardons-fumes-Herta.aspx
,Lardons fumés Tradilège Moins 25% de sel 2x75g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1536426&use=l&cat=p&typeid=i,,1.44 €,9.60 € / kg,1.44 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-25171-Lardons-fumes-Tradilege.aspx
,Lardons supérieurs Tradilège Fumés - 160g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1066092&use=l&cat=p&typeid=i,,1.15 €,7.19 € / kg,1.15 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18230-Lardons-superieurs-Tradilege.aspx
,Lardons supérieurs Tradilège Fumés - 2x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1536429&use=l&cat=p&typeid=i,,1.36 €,6.80 € / kg,1.36 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18223-Lardons-superieurs-Tradilege.aspx
,Lardons supérieurs Tradilège Fumés maxi format 2x200g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1513383&use=l&cat=p&typeid=i,,2.66 €,6.65 € / kg,2.66 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-36198-Lardons-superieurs-Tradilege.aspx
,Lardons de volaille Tradilège Nature 2x75g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1513386&use=l&cat=p&typeid=i,,1.45 €,9.67 € / kg,1.45 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-37452-Lardons-de-volaille-Tradilege.aspx
,Lardons de volaille Tradilège Fumés 2x75g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1513389&use=l&cat=p&typeid=i,,1.51 €,10.07 € / kg,1.51 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-37453-Lardons-de-volaille-Tradilege.aspx
,Allumettes Nature Bio   2x75g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1081553&use=l&cat=p&typeid=i,,1.99 €,13.27 € / kg,1.99 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-58776-Allumettes-Nature-Bio-.aspx
Herta,Allumettes nature Herta 2x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1591494&use=l&cat=p&typeid=i,,1.89 €,9.45 € / kg,1.89 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-62931-Allumettes-nature-Herta.aspx
,Allumettes nature Tradilège 2x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1066101&use=l&cat=p&typeid=i,,1.38 €,6.90 € / kg,1.38 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18224-Allumettes-nature-Tradilege.aspx
,Allumettes lardons Tradilège Supérieurs fumés 2x100g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1066098&use=l&cat=p&typeid=i,,1.41 €,7.05 € / kg,1.41 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-18225-Allumettes-lardons-Tradilege.aspx
,Allumettes fumées Tradilège VPF 2x75g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1540503&use=l&cat=p&typeid=i,,1.45 €,9.67 € / kg,1.45 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-36191-Allumettes-fumees-Tradilege.aspx
,Allumettes fumées Tradilège Allégées VPF 150g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1078417&use=l&cat=p&typeid=i,,1.57 €,10.47 € / kg,1.57 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-25802-Allumettes-fumees-Tradilege.aspx
Herta,Allumettes fumées Herta 2x75g,https://fd4-photos.leclercdrive.fr/image.ashx?id=1668256&use=l&cat=p&typeid=i,,1.88 €,25.07 € / kg,1.88 €,"Lardons, Dés et Poitrines",Charcuteries,https://fd4-courses.leclercdrive.fr/magasin-127811-Bois-dArcy/fiche-produits-103795-Allumettes-fumees-Herta.aspx
